Time,Energy (kWh),Power (kW),Transmission fee block,
2. 11. 2024 21:45:00,13.2250,52.9000,3,
2. 11. 2024 22:00:00,13.0500,52.2000,3,
2. 11. 2024 22:15:00,12.2000,48.8000,4,
2. 11. 2024 22:30:00,11.4750,45.9000,4,
2. 11. 2024 22:45:00,11.2250,44.9000,4,
2. 11. 2024 23:00:00,10.9000,43.6000,4,
2. 11. 2024 23:15:00,11.0250,44.1000,4,
2. 11. 2024 23:30:00,10.7500,43.0000,4,
2. 11. 2024 23:45:00,10.7000,42.8000,4,
3. 11. 2024 00:00:00,11.1750,44.7000,4,
3. 11. 2024 00:15:00,10.4500,41.8000,4,
3. 11. 2024 00:30:00,10.1250,40.5000,4,
3. 11. 2024 00:45:00,9.8500,39.4000,4,
3. 11. 2024 01:00:00,10.4250,41.7000,4,
3. 11. 2024 01:15:00,9.3250,37.3000,4,
3. 11. 2024 01:30:00,9.1750,36.7000,4,
3. 11. 2024 01:45:00,8.8000,35.2000,4,
3. 11. 2024 02:00:00,8.4750,33.9000,4,
3. 11. 2024 02:15:00,8.9500,35.8000,4,
3. 11. 2024 02:30:00,8.9000,35.6000,4,
3. 11. 2024 02:45:00,7.5000,30.0000,4,
3. 11. 2024 03:00:00,7.3000,29.2000,4,
3. 11. 2024 03:15:00,7.7500,31.0000,4,
3. 11. 2024 03:30:00,7.5250,30.1000,4,
3. 11. 2024 03:45:00,8.4000,33.6000,4,
3. 11. 2024 04:00:00,7.3250,29.3000,4,
3. 11. 2024 04:15:00,7.7000,30.8000,4,
3. 11. 2024 04:30:00,7.1000,28.4000,4,
3. 11. 2024 04:45:00,8.1000,32.4000,4,
3. 11. 2024 05:00:00,7.1750,28.7000,4,
3. 11. 2024 05:15:00,7.8500,31.4000,4,
3. 11. 2024 05:30:00,7.0250,28.1000,4,
3. 11. 2024 05:45:00,8.1500,32.6000,4,
3. 11. 2024 06:00:00,7.6000,30.4000,4,
3. 11. 2024 06:15:00,8.2750,33.1000,3,
3. 11. 2024 06:30:00,7.6500,30.6000,3,
3. 11. 2024 06:45:00,8.3750,33.5000,3,
3. 11. 2024 07:00:00,7.6750,30.7000,3,
3. 11. 2024 07:15:00,8.0500,32.2000,2,
3. 11. 2024 07:30:00,7.7250,30.9000,2,
3. 11. 2024 07:45:00,8.3500,33.4000,2,
3. 11. 2024 08:00:00,7.5500,30.2000,2,
3. 11. 2024 08:15:00,7.8750,31.5000,2,
3. 11. 2024 08:30:00,7.5000,30.0000,2,
3. 11. 2024 08:45:00,7.3000,29.2000,2,
3. 11. 2024 09:00:00,7.1750,28.7000,2,
3. 11. 2024 09:15:00,7.9000,31.6000,2,
3. 11. 2024 09:30:00,7.3750,29.5000,2,
3. 11. 2024 09:45:00,7.1500,28.6000,2,
3. 11. 2024 10:00:00,7.3500,29.4000,2,
3. 11. 2024 10:15:00,7.9250,31.7000,2,
3. 11. 2024 10:30:00,7.4250,29.7000,2,
3. 11. 2024 10:45:00,7.2750,29.1000,2,
3. 11. 2024 11:00:00,7.2750,29.1000,2,
3. 11. 2024 11:15:00,7.8500,31.4000,2,
3. 11. 2024 11:30:00,7.3250,29.3000,2,
3. 11. 2024 11:45:00,7.2000,28.8000,2,
3. 11. 2024 12:00:00,7.7250,30.9000,2,
3. 11. 2024 12:15:00,8.2250,32.9000,2,
3. 11. 2024 12:30:00,7.6500,30.6000,2,
3. 11. 2024 12:45:00,7.3750,29.5000,2,
3. 11. 2024 13:00:00,7.8250,31.3000,2,
3. 11. 2024 13:15:00,8.1500,32.6000,2,
3. 11. 2024 13:30:00,7.9250,31.7000,2,
3. 11. 2024 13:45:00,7.4000,29.6000,2,
3. 11. 2024 14:00:00,7.1750,28.7000,2,
3. 11. 2024 14:15:00,7.9000,31.6000,3,
3. 11. 2024 14:30:00,7.3250,29.3000,3,
3. 11. 2024 14:45:00,7.1000,28.4000,3,
3. 11. 2024 15:00:00,7.1250,28.5000,3,
3. 11. 2024 15:15:00,7.9750,31.9000,3,
3. 11. 2024 15:30:00,7.5250,30.1000,3,
3. 11. 2024 15:45:00,7.3000,29.2000,3,
3. 11. 2024 16:00:00,7.2250,28.9000,3,
3. 11. 2024 16:15:00,8.0500,32.2000,2,
3. 11. 2024 16:30:00,7.5000,30.0000,2,
3. 11. 2024 16:45:00,7.4750,29.9000,2,
3. 11. 2024 17:00:00,7.4000,29.6000,2,
3. 11. 2024 17:15:00,7.8000,31.2000,2,
3. 11. 2024 17:30:00,7.4000,29.6000,2,
3. 11. 2024 17:45:00,7.2000,28.8000,2,
3. 11. 2024 18:00:00,7.7250,30.9000,2,
3. 11. 2024 18:15:00,7.9250,31.7000,2,
3. 11. 2024 18:30:00,7.5000,30.0000,2,
3. 11. 2024 18:45:00,7.3250,29.3000,2,
3. 11. 2024 19:00:00,7.7000,30.8000,2,
3. 11. 2024 19:15:00,8.2750,33.1000,2,
3. 11. 2024 19:30:00,7.4250,29.7000,2,
3. 11. 2024 19:45:00,7.2250,28.9000,2,
3. 11. 2024 20:00:00,7.1500,28.6000,2,
3. 11. 2024 20:15:00,7.7750,31.1000,3,
3. 11. 2024 20:30:00,7.4000,29.6000,3,
3. 11. 2024 20:45:00,7.2000,28.8000,3,
3. 11. 2024 21:00:00,7.0000,28.0000,3,
3. 11. 2024 21:15:00,7.7250,30.9000,3,
3. 11. 2024 21:30:00,7.3500,29.4000,3,
3. 11. 2024 21:45:00,7.2250,28.9000,3,
3. 11. 2024 22:00:00,7.2000,28.8000,3,
3. 11. 2024 22:15:00,7.6250,30.5000,4,
3. 11. 2024 22:30:00,7.6250,30.5000,4,
3. 11. 2024 22:45:00,7.2250,28.9000,4,
3. 11. 2024 23:00:00,7.1000,28.4000,4,
3. 11. 2024 23:15:00,7.6500,30.6000,4,
3. 11. 2024 23:30:00,7.4000,29.6000,4,
3. 11. 2024 23:45:00,7.5250,30.1000,4,
4. 11. 2024 00:00:00,8.4000,33.6000,4,
4. 11. 2024 00:15:00,7.7750,31.1000,3,
4. 11. 2024 00:30:00,7.4000,29.6000,3,
4. 11. 2024 00:45:00,7.3250,29.3000,3,
4. 11. 2024 01:00:00,8.4000,33.6000,3,
4. 11. 2024 01:15:00,7.8000,31.2000,3,
4. 11. 2024 01:30:00,7.4250,29.7000,3,
4. 11. 2024 01:45:00,7.0000,28.0000,3,
4. 11. 2024 02:00:00,7.9500,31.8000,3,
4. 11. 2024 02:15:00,7.3000,29.2000,3,
4. 11. 2024 02:30:00,7.3750,29.5000,3,
4. 11. 2024 02:45:00,6.9500,27.8000,3,
4. 11. 2024 03:00:00,7.8750,31.5000,3,
4. 11. 2024 03:15:00,7.2250,28.9000,3,
4. 11. 2024 03:30:00,7.2750,29.1000,3,
4. 11. 2024 03:45:00,6.9750,27.9000,3,
4. 11. 2024 04:00:00,7.9000,31.6000,3,
4. 11. 2024 04:15:00,7.1250,28.5000,3,
4. 11. 2024 04:30:00,7.4500,29.8000,3,
4. 11. 2024 04:45:00,6.8250,27.3000,3,
4. 11. 2024 05:00:00,6.9750,27.9000,3,
4. 11. 2024 05:15:00,6.9750,27.9000,3,
4. 11. 2024 05:30:00,7.7000,30.8000,3,
4. 11. 2024 05:45:00,7.8750,31.5000,3,
4. 11. 2024 06:00:00,11.7250,46.9000,3,
4. 11. 2024 06:15:00,13.3250,53.3000,2,
4. 11. 2024 06:30:00,18.1000,72.4000,2,
4. 11. 2024 06:45:00,18.3250,73.3000,2,
4. 11. 2024 07:00:00,20.4000,81.6000,2,
4. 11. 2024 07:15:00,33.2500,133.0000,1,
4. 11. 2024 07:30:00,33.3750,133.5000,1,
4. 11. 2024 07:45:00,33.2250,132.9000,1,
4. 11. 2024 08:00:00,33.0000,132.0000,1,
4. 11. 2024 08:15:00,34.0250,136.1000,1,
4. 11. 2024 08:30:00,36.4000,145.6000,1,
4. 11. 2024 08:45:00,54.5750,218.3000,1,
4. 11. 2024 09:00:00,55.1000,220.4000,1,
4. 11. 2024 09:15:00,62.7250,250.9000,1,
4. 11. 2024 09:30:00,58.7250,234.9000,1,
4. 11. 2024 09:45:00,59.1500,236.6000,1,
4. 11. 2024 10:00:00,60.2250,240.9000,1,
4. 11. 2024 10:15:00,60.8250,243.3000,1,
4. 11. 2024 10:30:00,59.7250,238.9000,1,
4. 11. 2024 10:45:00,59.5500,238.2000,1,
4. 11. 2024 11:00:00,58.5250,234.1000,1,
4. 11. 2024 11:15:00,59.8750,239.5000,1,
4. 11. 2024 11:30:00,58.3250,233.3000,1,
4. 11. 2024 11:45:00,60.9000,243.6000,1,
4. 11. 2024 12:00:00,60.3500,241.4000,1,
4. 11. 2024 12:15:00,59.4500,237.8000,1,
4. 11. 2024 12:30:00,58.2750,233.1000,1,
4. 11. 2024 12:45:00,58.2500,233.0000,1,
4. 11. 2024 13:00:00,57.8000,231.2000,1,
4. 11. 2024 13:15:00,59.5500,238.2000,1,
4. 11. 2024 13:30:00,56.8000,227.2000,1,
4. 11. 2024 13:45:00,58.9750,235.9000,1,
4. 11. 2024 14:00:00,56.8500,227.4000,1,
4. 11. 2024 14:15:00,56.7500,227.0000,2,
4. 11. 2024 14:30:00,58.4750,233.9000,2,
4. 11. 2024 14:45:00,56.7250,226.9000,2,
4. 11. 2024 15:00:00,56.8750,227.5000,2,
4. 11. 2024 15:15:00,57.8750,231.5000,2,
4. 11. 2024 15:30:00,57.4500,229.8000,2,
4. 11. 2024 15:45:00,55.8750,223.5000,2,
4. 11. 2024 16:00:00,56.4250,225.7000,2,
4. 11. 2024 16:15:00,57.6500,230.6000,1,
4. 11. 2024 16:30:00,57.2250,228.9000,1,
4. 11. 2024 16:45:00,56.8500,227.4000,1,
4. 11. 2024 17:00:00,57.5000,230.0000,1,
4. 11. 2024 17:15:00,57.8500,231.4000,1,
4. 11. 2024 17:30:00,57.0500,228.2000,1,
4. 11. 2024 17:45:00,57.6250,230.5000,1,
4. 11. 2024 18:00:00,56.3000,225.2000,1,
4. 11. 2024 18:15:00,56.3000,225.2000,1,
4. 11. 2024 18:30:00,56.3000,225.2000,1,
4. 11. 2024 18:45:00,55.2500,221.0000,1,
4. 11. 2024 19:00:00,56.2500,225.0000,1,
4. 11. 2024 19:15:00,53.7750,215.1000,1,
4. 11. 2024 19:30:00,53.9250,215.7000,1,
4. 11. 2024 19:45:00,54.0000,216.0000,1,
4. 11. 2024 20:00:00,52.0500,208.2000,1,
4. 11. 2024 20:15:00,49.4000,197.6000,2,
4. 11. 2024 20:30:00,45.9000,183.6000,2,
4. 11. 2024 20:45:00,25.9250,103.7000,2,
4. 11. 2024 21:00:00,25.8000,103.2000,2,
4. 11. 2024 21:15:00,25.5500,102.2000,2,
4. 11. 2024 21:30:00,25.2250,100.9000,2,
4. 11. 2024 21:45:00,14.8750,59.5000,2,
4. 11. 2024 22:00:00,14.5250,58.1000,2,
4. 11. 2024 22:15:00,13.9250,55.7000,3,
4. 11. 2024 22:30:00,13.7500,55.0000,3,
4. 11. 2024 22:45:00,13.7750,55.1000,3,
4. 11. 2024 23:00:00,13.2750,53.1000,3,
4. 11. 2024 23:15:00,13.2750,53.1000,3,
4. 11. 2024 23:30:00,12.9500,51.8000,3,
4. 11. 2024 23:45:00,12.2000,48.8000,3,
5. 11. 2024 00:00:00,11.8750,47.5000,3,
5. 11. 2024 00:15:00,11.9750,47.9000,3,
5. 11. 2024 00:30:00,11.7250,46.9000,3,
5. 11. 2024 00:45:00,11.5000,46.0000,3,
5. 11. 2024 01:00:00,11.8000,47.2000,3,
5. 11. 2024 01:15:00,11.4500,45.8000,3,
5. 11. 2024 01:30:00,11.2000,44.8000,3,
5. 11. 2024 01:45:00,11.1750,44.7000,3,
5. 11. 2024 02:00:00,11.1500,44.6000,3,
5. 11. 2024 02:15:00,10.2750,41.1000,3,
5. 11. 2024 02:30:00,9.7750,39.1000,3,
5. 11. 2024 02:45:00,9.6500,38.6000,3,
5. 11. 2024 03:00:00,9.7250,38.9000,3,
5. 11. 2024 03:15:00,10.0500,40.2000,3,
5. 11. 2024 03:30:00,8.4250,33.7000,3,
5. 11. 2024 03:45:00,8.4500,33.8000,3,
5. 11. 2024 04:00:00,8.3750,33.5000,3,
5. 11. 2024 04:15:00,8.6750,34.7000,3,
5. 11. 2024 04:30:00,8.9000,35.6000,3,
5. 11. 2024 04:45:00,8.1750,32.7000,3,
5. 11. 2024 05:00:00,7.9750,31.9000,3,
5. 11. 2024 05:15:00,11.7750,47.1000,3,
5. 11. 2024 05:30:00,12.4500,49.8000,3,
5. 11. 2024 05:45:00,12.1250,48.5000,3,
5. 11. 2024 06:00:00,13.2000,52.8000,3,
5. 11. 2024 06:15:00,14.4250,57.7000,2,
5. 11. 2024 06:30:00,15.9000,63.6000,2,
5. 11. 2024 06:45:00,16.0750,64.3000,2,
5. 11. 2024 07:00:00,18.4000,73.6000,2,
5. 11. 2024 07:15:00,30.5750,122.3000,1,
5. 11. 2024 07:30:00,30.9000,123.6000,1,
5. 11. 2024 07:45:00,31.7000,126.8000,1,
5. 11. 2024 08:00:00,32.9750,131.9000,1,
5. 11. 2024 08:15:00,42.0250,168.1000,1,
5. 11. 2024 08:30:00,56.5000,226.0000,1,
5. 11. 2024 08:45:00,62.6250,250.5000,1,
5. 11. 2024 09:00:00,57.6500,230.6000,1,
5. 11. 2024 09:15:00,57.1000,228.4000,1,
5. 11. 2024 09:30:00,56.0000,224.0000,1,
5. 11. 2024 09:45:00,55.5750,222.3000,1,
5. 11. 2024 10:00:00,54.7000,218.8000,1,
5. 11. 2024 10:15:00,53.4500,213.8000,1,
5. 11. 2024 10:30:00,53.6250,214.5000,1,
5. 11. 2024 10:45:00,54.8000,219.2000,1,
5. 11. 2024 11:00:00,54.6500,218.6000,1,
5. 11. 2024 11:15:00,55.8250,223.3000,1,
5. 11. 2024 11:30:00,56.8000,227.2000,1,
5. 11. 2024 11:45:00,55.3500,221.4000,1,
5. 11. 2024 12:00:00,55.5250,222.1000,1,
5. 11. 2024 12:15:00,57.7500,231.0000,1,
5. 11. 2024 12:30:00,55.2500,221.0000,1,
5. 11. 2024 12:45:00,57.1750,228.7000,1,
5. 11. 2024 13:00:00,55.0000,220.0000,1,
5. 11. 2024 13:15:00,56.5750,226.3000,1,
5. 11. 2024 13:30:00,56.8250,227.3000,1,
5. 11. 2024 13:45:00,55.3750,221.5000,1,
5. 11. 2024 14:00:00,55.1250,220.5000,1,
5. 11. 2024 14:15:00,54.4500,217.8000,2,
5. 11. 2024 14:30:00,54.7500,219.0000,2,
5. 11. 2024 14:45:00,53.7000,214.8000,2,
5. 11. 2024 15:00:00,54.6250,218.5000,2,
5. 11. 2024 15:15:00,54.3500,217.4000,2,
5. 11. 2024 15:30:00,54.7000,218.8000,2,
5. 11. 2024 15:45:00,54.1500,216.6000,2,
5. 11. 2024 16:00:00,52.9250,211.7000,2,
5. 11. 2024 16:15:00,55.1750,220.7000,1,
5. 11. 2024 16:30:00,53.7000,214.8000,1,
5. 11. 2024 16:45:00,53.7500,215.0000,1,
5. 11. 2024 17:00:00,55.1500,220.6000,1,
5. 11. 2024 17:15:00,54.0250,216.1000,1,
5. 11. 2024 17:30:00,53.1500,212.6000,1,
5. 11. 2024 17:45:00,55.4000,221.6000,1,
5. 11. 2024 18:00:00,54.2750,217.1000,1,
5. 11. 2024 18:15:00,52.7250,210.9000,1,
5. 11. 2024 18:30:00,50.9750,203.9000,1,
5. 11. 2024 18:45:00,51.6750,206.7000,1,
5. 11. 2024 19:00:00,50.9000,203.6000,1,
5. 11. 2024 19:15:00,50.8500,203.4000,1,
5. 11. 2024 19:30:00,49.8000,199.2000,1,
5. 11. 2024 19:45:00,49.5000,198.0000,1,
5. 11. 2024 20:00:00,49.2000,196.8000,1,
5. 11. 2024 20:15:00,48.8000,195.2000,2,
5. 11. 2024 20:30:00,45.7750,183.1000,2,
5. 11. 2024 20:45:00,27.7000,110.8000,2,
5. 11. 2024 21:00:00,26.9500,107.8000,2,
5. 11. 2024 21:15:00,26.9750,107.9000,2,
5. 11. 2024 21:30:00,25.8250,103.3000,2,
5. 11. 2024 21:45:00,15.9250,63.7000,2,
5. 11. 2024 22:00:00,15.5000,62.0000,2,
5. 11. 2024 22:15:00,13.9750,55.9000,3,
5. 11. 2024 22:30:00,12.6000,50.4000,3,
5. 11. 2024 22:45:00,12.0000,48.0000,3,
5. 11. 2024 23:00:00,11.9750,47.9000,3,
5. 11. 2024 23:15:00,11.4250,45.7000,3,
5. 11. 2024 23:30:00,11.0500,44.2000,3,
5. 11. 2024 23:45:00,11.6500,46.6000,3,
6. 11. 2024 00:00:00,11.5000,46.0000,3,
6. 11. 2024 00:15:00,11.4500,45.8000,3,
6. 11. 2024 00:30:00,10.2750,41.1000,3,
6. 11. 2024 00:45:00,10.2000,40.8000,3,
6. 11. 2024 01:00:00,10.3500,41.4000,3,
6. 11. 2024 01:15:00,10.1000,40.4000,3,
6. 11. 2024 01:30:00,9.9500,39.8000,3,
6. 11. 2024 01:45:00,9.8500,39.4000,3,
6. 11. 2024 02:00:00,9.9250,39.7000,3,
6. 11. 2024 02:15:00,10.0000,40.0000,3,
6. 11. 2024 02:30:00,9.9000,39.6000,3,
6. 11. 2024 02:45:00,9.7000,38.8000,3,
6. 11. 2024 03:00:00,9.8750,39.5000,3,
6. 11. 2024 03:15:00,9.9500,39.8000,3,
6. 11. 2024 03:30:00,9.5250,38.1000,3,
6. 11. 2024 03:45:00,8.4000,33.6000,3,
6. 11. 2024 04:00:00,8.2500,33.0000,3,
6. 11. 2024 04:15:00,8.2500,33.0000,3,
6. 11. 2024 04:30:00,8.7500,35.0000,3,
6. 11. 2024 04:45:00,9.1250,36.5000,3,
6. 11. 2024 05:00:00,8.1750,32.7000,3,
6. 11. 2024 05:15:00,10.7750,43.1000,3,
6. 11. 2024 05:30:00,12.5750,50.3000,3,
6. 11. 2024 05:45:00,12.9500,51.8000,3,
6. 11. 2024 06:00:00,15.9250,63.7000,3,
6. 11. 2024 06:15:00,25.2750,101.1000,2,
6. 11. 2024 06:30:00,25.9000,103.6000,2,
6. 11. 2024 06:45:00,27.8500,111.4000,2,
6. 11. 2024 07:00:00,33.2750,133.1000,2,
6. 11. 2024 07:15:00,45.5750,182.3000,1,
6. 11. 2024 07:30:00,44.6750,178.7000,1,
6. 11. 2024 07:45:00,45.1500,180.6000,1,
6. 11. 2024 08:00:00,46.1250,184.5000,1,
6. 11. 2024 08:15:00,46.1750,184.7000,1,
6. 11. 2024 08:30:00,45.2750,181.1000,1,
6. 11. 2024 08:45:00,54.3750,217.5000,1,
6. 11. 2024 09:00:00,59.0000,236.0000,1,
6. 11. 2024 09:15:00,59.8000,239.2000,1,
6. 11. 2024 09:30:00,62.4500,249.8000,1,
6. 11. 2024 09:45:00,59.6250,238.5000,1,
6. 11. 2024 10:00:00,56.3250,225.3000,1,
6. 11. 2024 10:15:00,58.8250,235.3000,1,
6. 11. 2024 10:30:00,56.8000,227.2000,1,
6. 11. 2024 10:45:00,57.1500,228.6000,1,
6. 11. 2024 11:00:00,56.5000,226.0000,1,
6. 11. 2024 11:15:00,58.0000,232.0000,1,
6. 11. 2024 11:30:00,60.0250,240.1000,1,
6. 11. 2024 11:45:00,58.0750,232.3000,1,
6. 11. 2024 12:00:00,60.0500,240.2000,1,
6. 11. 2024 12:15:00,60.8750,243.5000,1,
6. 11. 2024 12:30:00,57.4750,229.9000,1,
6. 11. 2024 12:45:00,57.5500,230.2000,1,
6. 11. 2024 13:00:00,58.8250,235.3000,1,
6. 11. 2024 13:15:00,58.6000,234.4000,1,
6. 11. 2024 13:30:00,58.3500,233.4000,1,
6. 11. 2024 13:45:00,58.1500,232.6000,1,
6. 11. 2024 14:00:00,59.2750,237.1000,1,
6. 11. 2024 14:15:00,60.6000,242.4000,2,
6. 11. 2024 14:30:00,58.9750,235.9000,2,
6. 11. 2024 14:45:00,58.0750,232.3000,2,
6. 11. 2024 15:00:00,57.0000,228.0000,2,
6. 11. 2024 15:15:00,56.8500,227.4000,2,
6. 11. 2024 15:30:00,57.3500,229.4000,2,
6. 11. 2024 15:45:00,58.5000,234.0000,2,
6. 11. 2024 16:00:00,60.1750,240.7000,2,
6. 11. 2024 16:15:00,61.6500,246.6000,1,
6. 11. 2024 16:30:00,57.7500,231.0000,1,
6. 11. 2024 16:45:00,58.5250,234.1000,1,
6. 11. 2024 17:00:00,57.4250,229.7000,1,
6. 11. 2024 17:15:00,57.4500,229.8000,1,
6. 11. 2024 17:30:00,55.8250,223.3000,1,
6. 11. 2024 17:45:00,55.2000,220.8000,1,
6. 11. 2024 18:00:00,55.6500,222.6000,1,
6. 11. 2024 18:15:00,57.0500,228.2000,1,
6. 11. 2024 18:30:00,54.4000,217.6000,1,
6. 11. 2024 18:45:00,54.6250,218.5000,1,
6. 11. 2024 19:00:00,54.2000,216.8000,1,
6. 11. 2024 19:15:00,52.8000,211.2000,1,
6. 11. 2024 19:30:00,51.8500,207.4000,1,
6. 11. 2024 19:45:00,50.4500,201.8000,1,
6. 11. 2024 20:00:00,51.6250,206.5000,1,
6. 11. 2024 20:15:00,45.5000,182.0000,2,
6. 11. 2024 20:30:00,41.4500,165.8000,2,
6. 11. 2024 20:45:00,23.6500,94.6000,2,
6. 11. 2024 21:00:00,23.2500,93.0000,2,
6. 11. 2024 21:15:00,23.2000,92.8000,2,
6. 11. 2024 21:30:00,22.6750,90.7000,2,
6. 11. 2024 21:45:00,12.0000,48.0000,2,
6. 11. 2024 22:00:00,11.5500,46.2000,2,
6. 11. 2024 22:15:00,10.9000,43.6000,3,
6. 11. 2024 22:30:00,10.7000,42.8000,3,
6. 11. 2024 22:45:00,10.3500,41.4000,3,
6. 11. 2024 23:00:00,10.0750,40.3000,3,
6. 11. 2024 23:15:00,10.1500,40.6000,3,
6. 11. 2024 23:30:00,10.3750,41.5000,3,
6. 11. 2024 23:45:00,10.5500,42.2000,3,
7. 11. 2024 00:00:00,10.3250,41.3000,3,
7. 11. 2024 00:15:00,10.3750,41.5000,3,
7. 11. 2024 00:30:00,9.7000,38.8000,3,
7. 11. 2024 00:45:00,9.3250,37.3000,3,
7. 11. 2024 01:00:00,9.2500,37.0000,3,
7. 11. 2024 01:15:00,8.8500,35.4000,3,
7. 11. 2024 01:30:00,9.2500,37.0000,3,
7. 11. 2024 01:45:00,8.8250,35.3000,3,
7. 11. 2024 02:00:00,9.0000,36.0000,3,
7. 11. 2024 02:15:00,8.6500,34.6000,3,
7. 11. 2024 02:30:00,9.0500,36.2000,3,
7. 11. 2024 02:45:00,8.7500,35.0000,3,
7. 11. 2024 03:00:00,8.6250,34.5000,3,
7. 11. 2024 03:15:00,8.5500,34.2000,3,
7. 11. 2024 03:30:00,8.8500,35.4000,3,
7. 11. 2024 03:45:00,8.6000,34.4000,3,
7. 11. 2024 04:00:00,8.3000,33.2000,3,
7. 11. 2024 04:15:00,8.2000,32.8000,3,
7. 11. 2024 04:30:00,8.4000,33.6000,3,
7. 11. 2024 04:45:00,8.2750,33.1000,3,
7. 11. 2024 05:00:00,7.8500,31.4000,3,
7. 11. 2024 05:15:00,10.9250,43.7000,3,
7. 11. 2024 05:30:00,12.1250,48.5000,3,
7. 11. 2024 05:45:00,12.6000,50.4000,3,
7. 11. 2024 06:00:00,14.1500,56.6000,3,
7. 11. 2024 06:15:00,18.8750,75.5000,2,
7. 11. 2024 06:30:00,19.2000,76.8000,2,
7. 11. 2024 06:45:00,19.3000,77.2000,2,
7. 11. 2024 07:00:00,22.6500,90.6000,2,
7. 11. 2024 07:15:00,34.3250,137.3000,1,
7. 11. 2024 07:30:00,33.1000,132.4000,1,
7. 11. 2024 07:45:00,34.3250,137.3000,1,
7. 11. 2024 08:00:00,33.4250,133.7000,1,
7. 11. 2024 08:15:00,35.7000,142.8000,1,
7. 11. 2024 08:30:00,45.2250,180.9000,1,
7. 11. 2024 08:45:00,62.5250,250.1000,1,
7. 11. 2024 09:00:00,59.3000,237.2000,1,
7. 11. 2024 09:15:00,59.9750,239.9000,1,
7. 11. 2024 09:30:00,59.1750,236.7000,1,
7. 11. 2024 09:45:00,57.2500,229.0000,1,
7. 11. 2024 10:00:00,56.5500,226.2000,1,
7. 11. 2024 10:15:00,56.3750,225.5000,1,
7. 11. 2024 10:30:00,56.2000,224.8000,1,
7. 11. 2024 10:45:00,55.8750,223.5000,1,
7. 11. 2024 11:00:00,57.1000,228.4000,1,
7. 11. 2024 11:15:00,58.5500,234.2000,1,
7. 11. 2024 11:30:00,57.8000,231.2000,1,
7. 11. 2024 11:45:00,57.6000,230.4000,1,
7. 11. 2024 12:00:00,57.5250,230.1000,1,
7. 11. 2024 12:15:00,58.0750,232.3000,1,
7. 11. 2024 12:30:00,56.4500,225.8000,1,
7. 11. 2024 12:45:00,58.7250,234.9000,1,
7. 11. 2024 13:00:00,58.4250,233.7000,1,
7. 11. 2024 13:15:00,56.9500,227.8000,1,
7. 11. 2024 13:30:00,57.8750,231.5000,1,
7. 11. 2024 13:45:00,57.1750,228.7000,1,
7. 11. 2024 14:00:00,57.0250,228.1000,1,
7. 11. 2024 14:15:00,59.7500,239.0000,2,
7. 11. 2024 14:30:00,59.3250,237.3000,2,
7. 11. 2024 14:45:00,58.0500,232.2000,2,
7. 11. 2024 15:00:00,57.0500,228.2000,2,
7. 11. 2024 15:15:00,58.6250,234.5000,2,
7. 11. 2024 15:30:00,60.0250,240.1000,2,
7. 11. 2024 15:45:00,59.1000,236.4000,2,
7. 11. 2024 16:00:00,57.4000,229.6000,2,
7. 11. 2024 16:15:00,57.0250,228.1000,1,
7. 11. 2024 16:30:00,59.7500,239.0000,1,
7. 11. 2024 16:45:00,56.8250,227.3000,1,
7. 11. 2024 17:00:00,58.1250,232.5000,1,
7. 11. 2024 17:15:00,56.5750,226.3000,1,
7. 11. 2024 17:30:00,57.0250,228.1000,1,
7. 11. 2024 17:45:00,56.8500,227.4000,1,
7. 11. 2024 18:00:00,56.3000,225.2000,1,
7. 11. 2024 18:15:00,56.8750,227.5000,1,
7. 11. 2024 18:30:00,55.4250,221.7000,1,
7. 11. 2024 18:45:00,55.0250,220.1000,1,
7. 11. 2024 19:00:00,54.9000,219.6000,1,
7. 11. 2024 19:15:00,56.3000,225.2000,1,
7. 11. 2024 19:30:00,55.6750,222.7000,1,
7. 11. 2024 19:45:00,53.7750,215.1000,1,
7. 11. 2024 20:00:00,53.4000,213.6000,1,
7. 11. 2024 20:15:00,45.7750,183.1000,2,
7. 11. 2024 20:30:00,43.7750,175.1000,2,
7. 11. 2024 20:45:00,25.6000,102.4000,2,
7. 11. 2024 21:00:00,24.9750,99.9000,2,
7. 11. 2024 21:15:00,24.4000,97.6000,2,
7. 11. 2024 21:30:00,24.3750,97.5000,2,
7. 11. 2024 21:45:00,13.7750,55.1000,2,
7. 11. 2024 22:00:00,13.7250,54.9000,2,
7. 11. 2024 22:15:00,12.1000,48.4000,3,
7. 11. 2024 22:30:00,11.9750,47.9000,3,
7. 11. 2024 22:45:00,11.9500,47.8000,3,
7. 11. 2024 23:00:00,11.9250,47.7000,3,
7. 11. 2024 23:15:00,12.0500,48.2000,3,
7. 11. 2024 23:30:00,12.4000,49.6000,3,
7. 11. 2024 23:45:00,12.4500,49.8000,3,
8. 11. 2024 00:00:00,12.2000,48.8000,3,
8. 11. 2024 00:15:00,12.1250,48.5000,3,
8. 11. 2024 00:30:00,12.4750,49.9000,3,
8. 11. 2024 00:45:00,11.5250,46.1000,3,
8. 11. 2024 01:00:00,10.7750,43.1000,3,
8. 11. 2024 01:15:00,10.7500,43.0000,3,
8. 11. 2024 01:30:00,10.5250,42.1000,3,
8. 11. 2024 01:45:00,11.1500,44.6000,3,
8. 11. 2024 02:00:00,10.4250,41.7000,3,
8. 11. 2024 02:15:00,10.2500,41.0000,3,
