Time,Energy (kWh),Power (kW),Transmission fee block,
8. 11. 2024 02:30:00,10.3750,41.5000,3,
8. 11. 2024 02:45:00,10.7000,42.8000,3,
8. 11. 2024 03:00:00,10.0250,40.1000,3,
8. 11. 2024 03:15:00,10.1750,40.7000,3,
8. 11. 2024 03:30:00,9.9250,39.7000,3,
8. 11. 2024 03:45:00,10.6500,42.6000,3,
8. 11. 2024 04:00:00,9.8250,39.3000,3,
8. 11. 2024 04:15:00,9.5250,38.1000,3,
8. 11. 2024 04:30:00,8.4500,33.8000,3,
8. 11. 2024 04:45:00,8.7750,35.1000,3,
8. 11. 2024 05:00:00,8.0750,32.3000,3,
8. 11. 2024 05:15:00,11.2500,45.0000,3,
8. 11. 2024 05:30:00,12.7250,50.9000,3,
8. 11. 2024 05:45:00,12.6000,50.4000,3,
8. 11. 2024 06:00:00,13.3500,53.4000,3,
8. 11. 2024 06:15:00,15.2000,60.8000,2,
8. 11. 2024 06:30:00,19.1000,76.4000,2,
8. 11. 2024 06:45:00,20.8250,83.3000,2,
8. 11. 2024 07:00:00,23.5500,94.2000,2,
8. 11. 2024 07:15:00,34.8250,139.3000,1,
8. 11. 2024 07:30:00,33.5750,134.3000,1,
8. 11. 2024 07:45:00,33.4000,133.6000,1,
8. 11. 2024 08:00:00,33.6250,134.5000,1,
8. 11. 2024 08:15:00,37.7750,151.1000,1,
8. 11. 2024 08:30:00,46.4750,185.9000,1,
8. 11. 2024 08:45:00,59.4750,237.9000,1,
8. 11. 2024 09:00:00,59.1000,236.4000,1,
8. 11. 2024 09:15:00,58.9250,235.7000,1,
8. 11. 2024 09:30:00,60.2750,241.1000,1,
8. 11. 2024 09:45:00,58.0000,232.0000,1,
8. 11. 2024 10:00:00,57.9000,231.6000,1,
8. 11. 2024 10:15:00,56.7750,227.1000,1,
8. 11. 2024 10:30:00,57.0000,228.0000,1,
8. 11. 2024 10:45:00,56.3500,225.4000,1,
8. 11. 2024 11:00:00,57.9750,231.9000,1,
8. 11. 2024 11:15:00,55.5000,222.0000,1,
8. 11. 2024 11:30:00,57.5000,230.0000,1,
8. 11. 2024 11:45:00,56.6750,226.7000,1,
8. 11. 2024 12:00:00,58.0250,232.1000,1,
8. 11. 2024 12:15:00,57.2000,228.8000,1,
8. 11. 2024 12:30:00,57.7750,231.1000,1,
8. 11. 2024 12:45:00,59.7250,238.9000,1,
8. 11. 2024 13:00:00,58.1750,232.7000,1,
8. 11. 2024 13:15:00,58.4500,233.8000,1,
8. 11. 2024 13:30:00,59.6000,238.4000,1,
8. 11. 2024 13:45:00,47.3250,189.3000,1,
8. 11. 2024 14:00:00,55.1500,220.6000,1,
8. 11. 2024 14:15:00,55.7750,223.1000,2,
8. 11. 2024 14:30:00,55.1250,220.5000,2,
8. 11. 2024 14:45:00,57.9750,231.9000,2,
8. 11. 2024 15:00:00,59.4750,237.9000,2,
8. 11. 2024 15:15:00,57.1000,228.4000,2,
8. 11. 2024 15:30:00,57.3750,229.5000,2,
8. 11. 2024 15:45:00,56.0750,224.3000,2,
8. 11. 2024 16:00:00,57.2250,228.9000,2,
8. 11. 2024 16:15:00,57.0250,228.1000,1,
8. 11. 2024 16:30:00,54.6500,218.6000,1,
8. 11. 2024 16:45:00,55.1750,220.7000,1,
8. 11. 2024 17:00:00,54.8750,219.5000,1,
8. 11. 2024 17:15:00,53.9750,215.9000,1,
8. 11. 2024 17:30:00,57.1500,228.6000,1,
8. 11. 2024 17:45:00,55.9250,223.7000,1,
8. 11. 2024 18:00:00,55.2500,221.0000,1,
8. 11. 2024 18:15:00,55.2500,221.0000,1,
8. 11. 2024 18:30:00,54.1000,216.4000,1,
8. 11. 2024 18:45:00,53.6500,214.6000,1,
8. 11. 2024 19:00:00,52.9250,211.7000,1,
8. 11. 2024 19:15:00,51.0750,204.3000,1,
8. 11. 2024 19:30:00,51.2750,205.1000,1,
8. 11. 2024 19:45:00,49.7750,199.1000,1,
8. 11. 2024 20:00:00,48.9000,195.6000,1,
8. 11. 2024 20:15:00,45.1000,180.4000,2,
8. 11. 2024 20:30:00,42.0250,168.1000,2,
8. 11. 2024 20:45:00,23.9750,95.9000,2,
8. 11. 2024 21:00:00,23.3750,93.5000,2,
8. 11. 2024 21:15:00,23.1750,92.7000,2,
8. 11. 2024 21:30:00,23.2250,92.9000,2,
8. 11. 2024 21:45:00,12.3250,49.3000,2,
8. 11. 2024 22:00:00,11.9000,47.6000,2,
8. 11. 2024 22:15:00,11.4000,45.6000,3,
8. 11. 2024 22:30:00,10.9500,43.8000,3,
8. 11. 2024 22:45:00,10.7250,42.9000,3,
8. 11. 2024 23:00:00,10.7500,43.0000,3,
8. 11. 2024 23:15:00,10.0750,40.3000,3,
8. 11. 2024 23:30:00,10.5000,42.0000,3,
8. 11. 2024 23:45:00,9.7250,38.9000,3,
9. 11. 2024 00:00:00,9.2750,37.1000,3,
9. 11. 2024 00:15:00,9.3000,37.2000,4,
9. 11. 2024 00:30:00,9.7750,39.1000,4,
9. 11. 2024 00:45:00,9.6250,38.5000,4,
9. 11. 2024 01:00:00,8.7750,35.1000,4,
9. 11. 2024 01:15:00,8.9750,35.9000,4,
9. 11. 2024 01:30:00,8.2500,33.0000,4,
9. 11. 2024 01:45:00,8.2250,32.9000,4,
9. 11. 2024 02:00:00,7.8000,31.2000,4,
9. 11. 2024 02:15:00,8.2750,33.1000,4,
9. 11. 2024 02:30:00,8.2000,32.8000,4,
9. 11. 2024 02:45:00,8.3250,33.3000,4,
9. 11. 2024 03:00:00,7.9000,31.6000,4,
9. 11. 2024 03:15:00,8.3000,33.2000,4,
9. 11. 2024 03:30:00,8.0750,32.3000,4,
9. 11. 2024 03:45:00,8.3750,33.5000,4,
9. 11. 2024 04:00:00,7.7500,31.0000,4,
9. 11. 2024 04:15:00,8.0750,32.3000,4,
9. 11. 2024 04:30:00,7.7750,31.1000,4,
9. 11. 2024 04:45:00,8.0250,32.1000,4,
9. 11. 2024 05:00:00,7.8000,31.2000,4,
9. 11. 2024 05:15:00,9.5500,38.2000,4,
9. 11. 2024 05:30:00,11.7250,46.9000,4,
9. 11. 2024 05:45:00,11.9500,47.8000,4,
9. 11. 2024 06:00:00,11.7250,46.9000,4,
9. 11. 2024 06:15:00,12.3500,49.4000,3,
9. 11. 2024 06:30:00,12.2250,48.9000,3,
9. 11. 2024 06:45:00,13.9000,55.6000,3,
9. 11. 2024 07:00:00,13.6500,54.6000,3,
9. 11. 2024 07:15:00,24.1250,96.5000,2,
9. 11. 2024 07:30:00,24.5750,98.3000,2,
9. 11. 2024 07:45:00,25.0750,100.3000,2,
9. 11. 2024 08:00:00,35.0750,140.3000,2,
9. 11. 2024 08:15:00,32.2250,128.9000,2,
9. 11. 2024 08:30:00,32.9250,131.7000,2,
9. 11. 2024 08:45:00,52.4000,209.6000,2,
9. 11. 2024 09:00:00,53.4750,213.9000,2,
9. 11. 2024 09:15:00,53.1250,212.5000,2,
9. 11. 2024 09:30:00,54.0750,216.3000,2,
9. 11. 2024 09:45:00,55.0000,220.0000,2,
9. 11. 2024 10:00:00,53.2000,212.8000,2,
9. 11. 2024 10:15:00,53.8750,215.5000,2,
9. 11. 2024 10:30:00,53.3250,213.3000,2,
9. 11. 2024 10:45:00,53.5000,214.0000,2,
9. 11. 2024 11:00:00,54.3250,217.3000,2,
9. 11. 2024 11:15:00,54.6500,218.6000,2,
9. 11. 2024 11:30:00,54.3750,217.5000,2,
9. 11. 2024 11:45:00,53.9750,215.9000,2,
9. 11. 2024 12:00:00,55.5750,222.3000,2,
9. 11. 2024 12:15:00,55.6250,222.5000,2,
9. 11. 2024 12:30:00,57.0500,228.2000,2,
9. 11. 2024 12:45:00,56.5750,226.3000,2,
9. 11. 2024 13:00:00,57.6750,230.7000,2,
9. 11. 2024 13:15:00,58.0500,232.2000,2,
9. 11. 2024 13:30:00,57.2000,228.8000,2,
9. 11. 2024 13:45:00,57.0250,228.1000,2,
9. 11. 2024 14:00:00,57.7500,231.0000,2,
9. 11. 2024 14:15:00,57.4750,229.9000,3,
9. 11. 2024 14:30:00,58.6500,234.6000,3,
9. 11. 2024 14:45:00,58.3000,233.2000,3,
9. 11. 2024 15:00:00,57.7250,230.9000,3,
9. 11. 2024 15:15:00,58.0250,232.1000,3,
9. 11. 2024 15:30:00,59.6500,238.6000,3,
9. 11. 2024 15:45:00,58.2250,232.9000,3,
9. 11. 2024 16:00:00,56.8500,227.4000,3,
9. 11. 2024 16:15:00,56.6250,226.5000,2,
9. 11. 2024 16:30:00,57.1000,228.4000,2,
9. 11. 2024 16:45:00,56.4250,225.7000,2,
9. 11. 2024 17:00:00,54.6500,218.6000,2,
9. 11. 2024 17:15:00,55.9250,223.7000,2,
9. 11. 2024 17:30:00,55.8000,223.2000,2,
9. 11. 2024 17:45:00,53.6500,214.6000,2,
9. 11. 2024 18:00:00,53.9750,215.9000,2,
9. 11. 2024 18:15:00,54.4000,217.6000,2,
9. 11. 2024 18:30:00,53.0750,212.3000,2,
9. 11. 2024 18:45:00,52.5500,210.2000,2,
9. 11. 2024 19:00:00,52.3500,209.4000,2,
9. 11. 2024 19:15:00,51.5250,206.1000,2,
9. 11. 2024 19:30:00,51.9000,207.6000,2,
9. 11. 2024 19:45:00,51.8000,207.2000,2,
9. 11. 2024 20:00:00,50.2250,200.9000,2,
9. 11. 2024 20:15:00,43.4000,173.6000,3,
9. 11. 2024 20:30:00,40.8250,163.3000,3,
9. 11. 2024 20:45:00,23.4500,93.8000,3,
9. 11. 2024 21:00:00,23.1750,92.7000,3,
9. 11. 2024 21:15:00,22.9250,91.7000,3,
9. 11. 2024 21:30:00,22.7250,90.9000,3,
9. 11. 2024 21:45:00,11.8750,47.5000,3,
9. 11. 2024 22:00:00,11.2000,44.8000,3,
9. 11. 2024 22:15:00,10.8750,43.5000,4,
9. 11. 2024 22:30:00,10.8750,43.5000,4,
9. 11. 2024 22:45:00,10.8500,43.4000,4,
9. 11. 2024 23:00:00,10.7000,42.8000,4,
9. 11. 2024 23:15:00,10.6750,42.7000,4,
9. 11. 2024 23:30:00,11.3500,45.4000,4,
9. 11. 2024 23:45:00,10.9250,43.7000,4,
10. 11. 2024 00:00:00,11.0500,44.2000,4,
10. 11. 2024 00:15:00,10.5000,42.0000,4,
10. 11. 2024 00:30:00,10.1250,40.5000,4,
10. 11. 2024 00:45:00,9.4750,37.9000,4,
10. 11. 2024 01:00:00,9.3000,37.2000,4,
10. 11. 2024 01:15:00,10.1000,40.4000,4,
10. 11. 2024 01:30:00,9.5000,38.0000,4,
10. 11. 2024 01:45:00,9.2500,37.0000,4,
10. 11. 2024 02:00:00,9.1500,36.6000,4,
10. 11. 2024 02:15:00,9.6500,38.6000,4,
10. 11. 2024 02:30:00,9.3750,37.5000,4,
10. 11. 2024 02:45:00,9.1500,36.6000,4,
10. 11. 2024 03:00:00,9.2250,36.9000,4,
10. 11. 2024 03:15:00,9.5500,38.2000,4,
10. 11. 2024 03:30:00,9.3000,37.2000,4,
10. 11. 2024 03:45:00,9.4250,37.7000,4,
10. 11. 2024 04:00:00,8.2500,33.0000,4,
10. 11. 2024 04:15:00,8.1750,32.7000,4,
10. 11. 2024 04:30:00,7.8750,31.5000,4,
10. 11. 2024 04:45:00,7.6500,30.6000,4,
10. 11. 2024 05:00:00,8.5000,34.0000,4,
10. 11. 2024 05:15:00,8.4000,33.6000,4,
10. 11. 2024 05:30:00,8.2750,33.1000,4,
10. 11. 2024 05:45:00,7.9750,31.9000,4,
10. 11. 2024 06:00:00,8.7250,34.9000,4,
10. 11. 2024 06:15:00,8.7750,35.1000,3,
10. 11. 2024 06:30:00,8.3000,33.2000,3,
10. 11. 2024 06:45:00,7.7750,31.1000,3,
10. 11. 2024 07:00:00,8.6500,34.6000,3,
10. 11. 2024 07:15:00,8.7000,34.8000,2,
10. 11. 2024 07:30:00,7.9750,31.9000,2,
10. 11. 2024 07:45:00,7.8500,31.4000,2,
10. 11. 2024 08:00:00,8.6250,34.5000,2,
10. 11. 2024 08:15:00,8.7000,34.8000,2,
10. 11. 2024 08:30:00,8.0500,32.2000,2,
10. 11. 2024 08:45:00,8.1000,32.4000,2,
10. 11. 2024 09:00:00,8.7000,34.8000,2,
10. 11. 2024 09:15:00,8.5250,34.1000,2,
10. 11. 2024 09:30:00,7.9000,31.6000,2,
10. 11. 2024 09:45:00,7.8000,31.2000,2,
10. 11. 2024 10:00:00,7.7000,30.8000,2,
10. 11. 2024 10:15:00,8.0000,32.0000,2,
10. 11. 2024 10:30:00,7.7500,31.0000,2,
10. 11. 2024 10:45:00,7.8500,31.4000,2,
10. 11. 2024 11:00:00,7.6750,30.7000,2,
10. 11. 2024 11:15:00,8.2750,33.1000,2,
10. 11. 2024 11:30:00,8.2000,32.8000,2,
10. 11. 2024 11:45:00,8.0750,32.3000,2,
10. 11. 2024 12:00:00,7.9000,31.6000,2,
10. 11. 2024 12:15:00,8.7250,34.9000,2,
10. 11. 2024 12:30:00,8.3250,33.3000,2,
10. 11. 2024 12:45:00,7.8500,31.4000,2,
10. 11. 2024 13:00:00,7.7500,31.0000,2,
10. 11. 2024 13:15:00,8.4250,33.7000,2,
10. 11. 2024 13:30:00,8.0500,32.2000,2,
10. 11. 2024 13:45:00,7.7750,31.1000,2,
10. 11. 2024 14:00:00,7.7000,30.8000,2,
10. 11. 2024 14:15:00,8.3500,33.4000,3,
10. 11. 2024 14:30:00,8.0000,32.0000,3,
10. 11. 2024 14:45:00,7.8250,31.3000,3,
10. 11. 2024 15:00:00,7.9000,31.6000,3,
10. 11. 2024 15:15:00,8.0000,32.0000,3,
10. 11. 2024 15:30:00,7.7250,30.9000,3,
10. 11. 2024 15:45:00,7.8250,31.3000,3,
10. 11. 2024 16:00:00,7.7500,31.0000,3,
10. 11. 2024 16:15:00,8.1750,32.7000,2,
10. 11. 2024 16:30:00,7.7250,30.9000,2,
10. 11. 2024 16:45:00,8.0500,32.2000,2,
10. 11. 2024 17:00:00,7.7000,30.8000,2,
10. 11. 2024 17:15:00,8.3500,33.4000,2,
10. 11. 2024 17:30:00,8.1250,32.5000,2,
10. 11. 2024 17:45:00,7.7750,31.1000,2,
10. 11. 2024 18:00:00,7.9750,31.9000,2,
10. 11. 2024 18:15:00,8.4250,33.7000,2,
10. 11. 2024 18:30:00,7.8000,31.2000,2,
10. 11. 2024 18:45:00,7.5500,30.2000,2,
10. 11. 2024 19:00:00,7.7250,30.9000,2,
10. 11. 2024 19:15:00,8.2500,33.0000,2,
10. 11. 2024 19:30:00,7.8250,31.3000,2,
10. 11. 2024 19:45:00,7.8000,31.2000,2,
10. 11. 2024 20:00:00,7.8000,31.2000,2,
10. 11. 2024 20:15:00,8.3250,33.3000,3,
10. 11. 2024 20:30:00,7.8000,31.2000,3,
10. 11. 2024 20:45:00,7.8500,31.4000,3,
10. 11. 2024 21:00:00,8.0000,32.0000,3,
10. 11. 2024 21:15:00,8.1500,32.6000,3,
10. 11. 2024 21:30:00,7.8500,31.4000,3,
10. 11. 2024 21:45:00,7.9750,31.9000,3,
10. 11. 2024 22:00:00,7.8000,31.2000,3,
10. 11. 2024 22:15:00,8.1500,32.6000,4,
10. 11. 2024 22:30:00,7.7500,31.0000,4,
10. 11. 2024 22:45:00,7.9750,31.9000,4,
10. 11. 2024 23:00:00,7.8000,31.2000,4,
10. 11. 2024 23:15:00,8.3750,33.5000,4,
10. 11. 2024 23:30:00,8.3000,33.2000,4,
10. 11. 2024 23:45:00,8.0500,32.2000,4,
11. 11. 2024 00:00:00,8.1500,32.6000,4,
11. 11. 2024 00:15:00,8.8250,35.3000,3,
11. 11. 2024 00:30:00,8.0250,32.1000,3,
11. 11. 2024 00:45:00,7.6000,30.4000,3,
11. 11. 2024 01:00:00,7.4500,29.8000,3,
11. 11. 2024 01:15:00,9.3250,37.3000,3,
11. 11. 2024 01:30:00,7.7000,30.8000,3,
11. 11. 2024 01:45:00,7.6000,30.4000,3,
11. 11. 2024 02:00:00,7.7500,31.0000,3,
11. 11. 2024 02:15:00,9.1750,36.7000,3,
11. 11. 2024 02:30:00,7.6750,30.7000,3,
11. 11. 2024 02:45:00,7.7750,31.1000,3,
11. 11. 2024 03:00:00,7.7250,30.9000,3,
11. 11. 2024 03:15:00,9.0250,36.1000,3,
11. 11. 2024 03:30:00,7.7500,31.0000,3,
11. 11. 2024 03:45:00,7.8500,31.4000,3,
11. 11. 2024 04:00:00,7.6750,30.7000,3,
11. 11. 2024 04:15:00,9.2000,36.8000,3,
11. 11. 2024 04:30:00,7.6500,30.6000,3,
11. 11. 2024 04:45:00,7.8500,31.4000,3,
11. 11. 2024 05:00:00,7.7250,30.9000,3,
11. 11. 2024 05:15:00,12.0000,48.0000,3,
11. 11. 2024 05:30:00,11.8250,47.3000,3,
11. 11. 2024 05:45:00,11.6250,46.5000,3,
11. 11. 2024 06:00:00,11.9250,47.7000,3,
11. 11. 2024 06:15:00,13.0500,52.2000,2,
11. 11. 2024 06:30:00,17.5250,70.1000,2,
11. 11. 2024 06:45:00,18.9000,75.6000,2,
11. 11. 2024 07:00:00,19.9500,79.8000,2,
11. 11. 2024 07:15:00,34.8750,139.5000,1,
11. 11. 2024 07:30:00,32.5500,130.2000,1,
11. 11. 2024 07:45:00,33.4750,133.9000,1,
11. 11. 2024 08:00:00,33.9500,135.8000,1,
11. 11. 2024 08:15:00,37.4250,149.7000,1,
11. 11. 2024 08:30:00,44.0250,176.1000,1,
11. 11. 2024 08:45:00,61.0000,244.0000,1,
11. 11. 2024 09:00:00,58.0250,232.1000,1,
11. 11. 2024 09:15:00,57.3000,229.2000,1,
11. 11. 2024 09:30:00,57.6500,230.6000,1,
11. 11. 2024 09:45:00,59.4750,237.9000,1,
11. 11. 2024 10:00:00,59.4250,237.7000,1,
11. 11. 2024 10:15:00,58.7500,235.0000,1,
11. 11. 2024 10:30:00,58.9500,235.8000,1,
11. 11. 2024 10:45:00,58.6500,234.6000,1,
11. 11. 2024 11:00:00,58.9500,235.8000,1,
11. 11. 2024 11:15:00,58.2000,232.8000,1,
11. 11. 2024 11:30:00,57.7500,231.0000,1,
11. 11. 2024 11:45:00,56.9250,227.7000,1,
11. 11. 2024 12:00:00,58.4750,233.9000,1,
11. 11. 2024 12:15:00,59.7250,238.9000,1,
11. 11. 2024 12:30:00,59.4000,237.6000,1,
11. 11. 2024 12:45:00,57.4750,229.9000,1,
11. 11. 2024 13:00:00,57.1000,228.4000,1,
11. 11. 2024 13:15:00,60.5500,242.2000,1,
11. 11. 2024 13:30:00,58.3500,233.4000,1,
11. 11. 2024 13:45:00,58.3750,233.5000,1,
11. 11. 2024 14:00:00,57.7250,230.9000,1,
11. 11. 2024 14:15:00,57.6750,230.7000,2,
11. 11. 2024 14:30:00,59.2750,237.1000,2,
11. 11. 2024 14:45:00,55.9000,223.6000,2,
11. 11. 2024 15:00:00,57.1750,228.7000,2,
11. 11. 2024 15:15:00,52.9750,211.9000,2,
11. 11. 2024 15:30:00,52.7250,210.9000,2,
11. 11. 2024 15:45:00,52.2750,209.1000,2,
11. 11. 2024 16:00:00,52.0750,208.3000,2,
11. 11. 2024 16:15:00,53.7750,215.1000,1,
11. 11. 2024 16:30:00,50.1750,200.7000,1,
11. 11. 2024 16:45:00,51.6000,206.4000,1,
11. 11. 2024 17:00:00,50.9500,203.8000,1,
11. 11. 2024 17:15:00,51.8750,207.5000,1,
11. 11. 2024 17:30:00,52.6500,210.6000,1,
11. 11. 2024 17:45:00,51.2500,205.0000,1,
11. 11. 2024 18:00:00,50.6500,202.6000,1,
11. 11. 2024 18:15:00,50.7000,202.8000,1,
11. 11. 2024 18:30:00,50.1500,200.6000,1,
11. 11. 2024 18:45:00,48.3500,193.4000,1,
11. 11. 2024 19:00:00,47.0500,188.2000,1,
11. 11. 2024 19:15:00,46.9750,187.9000,1,
11. 11. 2024 19:30:00,46.1000,184.4000,1,
11. 11. 2024 19:45:00,45.6500,182.6000,1,
11. 11. 2024 20:00:00,45.7750,183.1000,1,
11. 11. 2024 20:15:00,41.8750,167.5000,2,
11. 11. 2024 20:30:00,38.6500,154.6000,2,
11. 11. 2024 20:45:00,20.5750,82.3000,2,
11. 11. 2024 21:00:00,20.1250,80.5000,2,
11. 11. 2024 21:15:00,20.1000,80.4000,2,
11. 11. 2024 21:30:00,19.9250,79.7000,2,
11. 11. 2024 21:45:00,13.2000,52.8000,2,
11. 11. 2024 22:00:00,12.9750,51.9000,2,
11. 11. 2024 22:15:00,12.4000,49.6000,3,
11. 11. 2024 22:30:00,12.3000,49.2000,3,
11. 11. 2024 22:45:00,12.0250,48.1000,3,
11. 11. 2024 23:00:00,11.7000,46.8000,3,
11. 11. 2024 23:15:00,11.2750,45.1000,3,
11. 11. 2024 23:30:00,10.8000,43.2000,3,
11. 11. 2024 23:45:00,10.4750,41.9000,3,
12. 11. 2024 00:00:00,11.1000,44.4000,3,
12. 11. 2024 00:15:00,10.2500,41.0000,3,
12. 11. 2024 00:30:00,9.6000,38.4000,3,
12. 11. 2024 00:45:00,9.4750,37.9000,3,
12. 11. 2024 01:00:00,9.8750,39.5000,3,
12. 11. 2024 01:15:00,9.5750,38.3000,3,
12. 11. 2024 01:30:00,9.3250,37.3000,3,
12. 11. 2024 01:45:00,9.1750,36.7000,3,
12. 11. 2024 02:00:00,9.0500,36.2000,3,
12. 11. 2024 02:15:00,8.2500,33.0000,3,
12. 11. 2024 02:30:00,8.0500,32.2000,3,
12. 11. 2024 02:45:00,8.3500,33.4000,3,
12. 11. 2024 03:00:00,8.6750,34.7000,3,
12. 11. 2024 03:15:00,8.0750,32.3000,3,
12. 11. 2024 03:30:00,8.1500,32.6000,3,
12. 11. 2024 03:45:00,8.4750,33.9000,3,
12. 11. 2024 04:00:00,8.2250,32.9000,3,
12. 11. 2024 04:15:00,7.5500,30.2000,3,
12. 11. 2024 04:30:00,7.3500,29.4000,3,
12. 11. 2024 04:45:00,7.9500,31.8000,3,
12. 11. 2024 05:00:00,7.7750,31.1000,3,
12. 11. 2024 05:15:00,10.0500,40.2000,3,
12. 11. 2024 05:30:00,11.3750,45.5000,3,
12. 11. 2024 05:45:00,11.5250,46.1000,3,
12. 11. 2024 06:00:00,12.5500,50.2000,3,
12. 11. 2024 06:15:00,13.8500,55.4000,2,
12. 11. 2024 06:30:00,16.7000,66.8000,2,
12. 11. 2024 06:45:00,18.6250,74.5000,2,
12. 11. 2024 07:00:00,20.2000,80.8000,2,
12. 11. 2024 07:15:00,32.0000,128.0000,1,
12. 11. 2024 07:30:00,31.4000,125.6000,1,
12. 11. 2024 07:45:00,32.8000,131.2000,1,
12. 11. 2024 08:00:00,33.9500,135.8000,1,
12. 11. 2024 08:15:00,35.1250,140.5000,1,
12. 11. 2024 08:30:00,46.0000,184.0000,1,
12. 11. 2024 08:45:00,58.8500,235.4000,1,
12. 11. 2024 09:00:00,57.9250,231.7000,1,
12. 11. 2024 09:15:00,56.2500,225.0000,1,
12. 11. 2024 09:30:00,58.0250,232.1000,1,
12. 11. 2024 09:45:00,57.2250,228.9000,1,
12. 11. 2024 10:00:00,54.7500,219.0000,1,
12. 11. 2024 10:15:00,57.3250,229.3000,1,
12. 11. 2024 10:30:00,59.1750,236.7000,1,
12. 11. 2024 10:45:00,58.1250,232.5000,1,
12. 11. 2024 11:00:00,56.4250,225.7000,1,
12. 11. 2024 11:15:00,58.3750,233.5000,1,
12. 11. 2024 11:30:00,60.7500,243.0000,1,
12. 11. 2024 11:45:00,59.0750,236.3000,1,
12. 11. 2024 12:00:00,58.6000,234.4000,1,
12. 11. 2024 12:15:00,60.2000,240.8000,1,
12. 11. 2024 12:30:00,58.9750,235.9000,1,
12. 11. 2024 12:45:00,57.4500,229.8000,1,
12. 11. 2024 13:00:00,57.4000,229.6000,1,
12. 11. 2024 13:15:00,61.4500,245.8000,1,
12. 11. 2024 13:30:00,60.0500,240.2000,1,
12. 11. 2024 13:45:00,60.0500,240.2000,1,
12. 11. 2024 14:00:00,61.6500,246.6000,1,
12. 11. 2024 14:15:00,60.2000,240.8000,2,
12. 11. 2024 14:30:00,57.3250,229.3000,2,
12. 11. 2024 14:45:00,58.6000,234.4000,2,
12. 11. 2024 15:00:00,57.0750,228.3000,2,
12. 11. 2024 15:15:00,58.4250,233.7000,2,
12. 11. 2024 15:30:00,58.3250,233.3000,2,
12. 11. 2024 15:45:00,58.8500,235.4000,2,
12. 11. 2024 16:00:00,58.1750,232.7000,2,
12. 11. 2024 16:15:00,59.4000,237.6000,1,
12. 11. 2024 16:30:00,58.2500,233.0000,1,
12. 11. 2024 16:45:00,57.8500,231.4000,1,
12. 11. 2024 17:00:00,57.3000,229.2000,1,
12. 11. 2024 17:15:00,57.4250,229.7000,1,
12. 11. 2024 17:30:00,57.1000,228.4000,1,
12. 11. 2024 17:45:00,58.0250,232.1000,1,
12. 11. 2024 18:00:00,56.4250,225.7000,1,
12. 11. 2024 18:15:00,55.1000,220.4000,1,
12. 11. 2024 18:30:00,53.5750,214.3000,1,
12. 11. 2024 18:45:00,54.7000,218.8000,1,
12. 11. 2024 19:00:00,55.2750,221.1000,1,
12. 11. 2024 19:15:00,52.3000,209.2000,1,
12. 11. 2024 19:30:00,51.0000,204.0000,1,
12. 11. 2024 19:45:00,50.6250,202.5000,1,
12. 11. 2024 20:00:00,50.9250,203.7000,1,
12. 11. 2024 20:15:00,46.4000,185.6000,2,
12. 11. 2024 20:30:00,43.3750,173.5000,2,
12. 11. 2024 20:45:00,24.8500,99.4000,2,
12. 11. 2024 21:00:00,24.1000,96.4000,2,
12. 11. 2024 21:15:00,24.1750,96.7000,2,
12. 11. 2024 21:30:00,23.7750,95.1000,2,
12. 11. 2024 21:45:00,13.1250,52.5000,2,
12. 11. 2024 22:00:00,13.1000,52.4000,2,
12. 11. 2024 22:15:00,13.0500,52.2000,3,
12. 11. 2024 22:30:00,12.7500,51.0000,3,
12. 11. 2024 22:45:00,12.5000,50.0000,3,
12. 11. 2024 23:00:00,12.9000,51.6000,3,
12. 11. 2024 23:15:00,12.7750,51.1000,3,
12. 11. 2024 23:30:00,12.7250,50.9000,3,
12. 11. 2024 23:45:00,11.4750,45.9000,3,
13. 11. 2024 00:00:00,11.2250,44.9000,3,
13. 11. 2024 00:15:00,11.2500,45.0000,3,
13. 11. 2024 00:30:00,10.9250,43.7000,3,
13. 11. 2024 00:45:00,10.4750,41.9000,3,
13. 11. 2024 01:00:00,10.7500,43.0000,3,
13. 11. 2024 01:15:00,10.3750,41.5000,3,
13. 11. 2024 01:30:00,10.6500,42.6000,3,
13. 11. 2024 01:45:00,10.0750,40.3000,3,
13. 11. 2024 02:00:00,10.3500,41.4000,3,
13. 11. 2024 02:15:00,10.2000,40.8000,3,
13. 11. 2024 02:30:00,10.3500,41.4000,3,
13. 11. 2024 02:45:00,10.0250,40.1000,3,
13. 11. 2024 03:00:00,10.1000,40.4000,3,
13. 11. 2024 03:15:00,10.0500,40.2000,3,
13. 11. 2024 03:30:00,10.3000,41.2000,3,
13. 11. 2024 03:45:00,10.0250,40.1000,3,
13. 11. 2024 04:00:00,8.4250,33.7000,3,
13. 11. 2024 04:15:00,8.2000,32.8000,3,
13. 11. 2024 04:30:00,8.2000,32.8000,3,
13. 11. 2024 04:45:00,8.2500,33.0000,3,
13. 11. 2024 05:00:00,9.3500,37.4000,3,
13. 11. 2024 05:15:00,11.6000,46.4000,3,
13. 11. 2024 05:30:00,12.0250,48.1000,3,
13. 11. 2024 05:45:00,12.0750,48.3000,3,
13. 11. 2024 06:00:00,13.5750,54.3000,3,
13. 11. 2024 06:15:00,13.5250,54.1000,2,
13. 11. 2024 06:30:00,16.6500,66.6000,2,
13. 11. 2024 06:45:00,18.9000,75.6000,2,
13. 11. 2024 07:00:00,20.4000,81.6000,2,
